komentar,sentiment
Kalo boleh! Pubg di update berikutnya di kasih aksi tambahan dalam permainan kaya roll depan dan belakang,positive
"update sekarang malah Banyak Bug Audio, Gua main dari 2018, Payah Semenjak Ada Krafton, Mending Gua Main COC yang tidak ada Voice Changer nya Sekalian Konsisten dalam Developer nya lagi...",negative
"Ukuran file terlalu besar, secara tidak langsung berarti game hanya untuk para sultan yang punya perangkat canggih",negative
"Dh main 5thunan.tetep mash ja kelemahan ngelag sinyal buruk,susah mainya ngebug.....",negative
"Pubg season ini ad mslah sistem atau apa ya, kog slit untuk masuk match, solo, duo, squad pun sma",positive
Mau Ganti akun ribet banged. Email bener pass bener. Gak bisa verifikasi. Kocak emang developernya,negative
Di map metro royal kenapa yg bisa saya mainkan cuma di map 4 saja itupun harus mode lanjutkan selain itu tidak bisa laga tidak pernah ditemukan tolonglah diperbaiki lagi,positive
"Setelah saya update kok gak bisa masuk lagi kedalam aplikasi nya ! Close terus , padahal setiap hari saya memain kan game ini, mohon kepada pihak PUBG tolong di perbaiki!!!!!! Supaya saya bisa maen lagi",positive
Min kendaraan kuda di pubg jangan dihilangkan bagus seperti kolaborasi pertempuran jaman dulu dan modern dan video momen kalau bisa setiap kill harus ada lebih di perpanjang lagi momennya.,positive
Setelah update download map saja tidak bisa ada masalah jaringan padahal sinyal dan wifi udh kenceng banget,negative
"Bintang 1 saat ingin main harus mengakses selama 4 kali hanya mementingkan event, event lancar main gak apa itu, kami main untuk mendapatkan sensasi yang berbeda dari game yang lain bukan menatap event yang tidak penting",negative
"Game para Sepuh dimna disaat mereka tidak bermain para kroco pun bisa sampai di puncak akan tetapi disaat mereka kembali ketahuilah permainan ini terasa sangat berat dimna disaat kita turun mereka meronta ronta sekelas pistol atau pisau pun sangat berguna untuk mereka jadi bermainlah sebelum mereka terbangun, peringatan keras dariku adalah jangan sampai mereka turun lebih dulu dari kita",positive
Ukuran download nya gede banget tolong lah buat pubg jgn gitu kali jumlah download nya ....udh download gede di dalam permainan nya juga sering ngelag apa.,negative
"Game apaan ini ga jelas banget . Sinyal hilang -hilangan , padahal jaringan Lancar ... Ga jelas",negative
Game nya bagus tapi aku main sering frame semoga di perbaiki lagi bug nya thanks.,positive
"size semakin besar, aplikasi semakin berat dijalankan, banyak frame drop",negative
"setelah versi baru, mau main gak bisa masuk🥴🥴 padahal udah download semuanya, pas mau masuk gak bisa.. game kontolll",negative
"Kurang pas aja ama gue, soalnya gue mainya sndri dan pas gue main musuhnya selalu abang"" jago yang rank nya udah master dan domi keatas.padahal gue masih di platinum diaamond.",negative
"Semakin kesini game ini makin membosankan. Mode rankednya nga ada player, hanya bot-bot-bot semua.",negative
"Untuk tablet grapic belum menyesuaikan, karna walaupun sudah di pengaturan grapic tertinggi tampilan masih agak burik, semoga lekas disesuaikan untuk grapic tablet.",negative
Luar biasa bagus tapi masih banyak bug dan butuh space ruang yang besar. Hp kentang mohon minggir dulu ya,positive
"Saya tdak bisa login, krna untuk verivikasi tunjuk 3 benda selalu ""verivication to often"".",neutral
Sangat seru game nya tapi tidak punya uang buat top up bantu lah pubg saya pubg kasih UC buat saya dikit,positive
prime plusnya bisa kali murahin dikit....130k gtu🤭🤭🤭. kok gagal terus pembayaran prime plus...bilangnya tidak cukuo padahal saldoku cukup loh😑,negative
"makin lama pubg update nya makin aneh, dari season 4 maen ini kendala obb service apalagi coba",negative
"Game mantap,hanya saja tidak ada lagi yang nama nya pembaharuan lagi.tolong itu di hilang kan Napa..",positive
Game macam apa ini apdedtan makin hari makin kacau tolong perbaiki musu nya udah di tembak duluan TPI Masi sja kta yg duluan mati dan step nya juga ngk masuk akal nnti suda dkt di samping kita baru kita ketahui tolong di perbaiki,negative
"keren matchmaking nya di buat survey untuk di temuin sesuai kualitas player, bikin player ga bosen main karna kalah terus🤣",positive
"Woe perbaikie server nya dong tiap kali main keluar sendiri, setiap mau login memperbaruhi terus",negative
"Update, update terusan tapi nggak ada perubahan, mending FF lebih memanjakan.",negative
Woy pubg knp tiba tiba mau masuk game gak bisa . Lalu muncul tulisan server tidak merespon terus,negative
Mengapa habis di update malah gak bisa login . Makin berat makin banyak bug .makin parah,negative
mohon maaf saya hanya mau bicara kenapa setiap saya mau masuk ke pubg selalu ada tulisan mohon maaf ruang penyimpanan anda sudah penuh tolong restart Pdahal disitu ada akun saya,negative
habis update kemarin ketika buka kok selalu download ya.kdang 2 mb.kadang 9 mb.maksudnya kok di suruh download terus,positive
"Game tidak bagus banyak ngbug musuh di tembak nggak mati"" terus senjatanya hilang,mobilnya terbang"" nggak jelas mohon di perbaikan",negative
Banyak bug.. Setiap event baru.. Selalu ngebuk.. Sinyal bagus tetap lagi.. Makin payah...,negative
"saya sangat suka bermain pubg, tapi knp saat saya sedang bermain game tiba-tiba terkeluar begitu saja, apa karena hp saya yg tidak mendukung. terimakasih",positive
Tolong Tencent animasi nya samain sama pubg new state biar bgus kan kalau sama pubg new state animasi nya bgus udah sama di PC 🙏🙏🙏🙏,positive
Parah ni game. Lag dan susah masuk saat loading screen. RAM masih banyak padahal.,negative
bayak banget bug donwload nya tolong ya developer di perbaiki saya kasih bintang 1 karna bayak bug,negative
"Mantap,,,lawan seimbang kereen👍👍 Game lumayan ringan utk ram 4...mantap tingkatkan lagi 👍👍",positive
"Semuanya bagus,minusnya voucher gacha agak sulit didapat dan drope rate hadiahnya jelek dari mengacha,sulit bagi player low spend atau f2p",positive
Ngga bisa login gangguan jaringan apa lah tapi buat main game lain lancar2 ajah,negative
"tolong min jangan susah"" musuh nya, ya walaupun rendem tapi kadang ngeselin suka ngehbd dan team aku banyak nya bot",positive
Kok sering bug skrng udh update kadang gk bisa gerak sma sekali udh jln tau nya blik lg,neutral
Kenapa saya selalu update dulu kalo mau login dan update nya 700mb lebih? Lama lama HP saya gakuat main!,negative
Saya ingin berhenti sementara untuk bermain game ini di karena kan musuh² nya gak ngotak anjirr jago nya,negative
Kasih saran kenapa saya login mesti ada notif jaringan error padahal pake apk lain lancar dah di ulang 4x tetep aja begitu,negative
Mantap min di update 3.5 ini event nya bagus banget tapi masih banyak bug yg harus diperbaiki👍,positive
"Bug,, keluar sendiri Di buka keluar sendiri,,, Saya sedang mabar Teman-teman merasakan hal yg sama",negative
Event rusak bikin lag aja sehabis update bukannya tambah bagus malah tambah lag,negative
berat banget setelah update.. di cek samapi 15 gb data dalam game. hape poco x3 pro,negative
Setingan ultra extreme Tidak muncul di pengaturan game padahal di hp lain yang sama bisa ke buka,positive
Game burikk...hbis download smpek 2x tetep GK bisa dupdate yg memori penuh GK ckup Ruang...woe memoriku masih kosong cuk....makanya ratingya jelek banget ....,negative
"Semenjak di-update game suka keluar sendiri mana lagi ada musuh , ini sangat menggangu permainan",negative
"Dah update kok gk bisa masuk game ini. Dah di download ulang 2x juga gk bisa masuk, knapa ya???",negative
Update kali ini naga nya Bug ga bisa di tembak setelah bunuh musuh pas kita lagi nembakin naga,negative
Update sekarang jelek game rusak sering lag patah-patah .gak kaya kemarin,neutral
"Kenapa season yg ini koq gamenya ngebug gitu, trus koneksi lh GK stabil, say main dr taun 2018 lo, baru ini ada masalah",positive
Udah di update kok malah gak bisa login..udh di coba berkali kali tetap aja gak bisa login.,neutral
"semoga kedepannya untuk hp android lebih lancar dan smooth lagi,jangan cuma iPhone yg lancar",positive
Tolong lah PUBG mobile sinyal saya aman tapi kenapa setiap main ping 70 100 padahal udah pakai wi_fi,negative
"game ini bagus,skinnya bagus banget dan aku suka lagunya andai bisa bintang 9000000❤️❤️❤️❤️❤️👍👍👍👍💪",positive
Sebenarnya sih aku seneng main pubg Cuman banyak bagnya terutamapas baru turun rumah kaya baru terus kadangnya ngeelem ke tanah,negative
Kenapa pas saya logi di situ saya ngira jaringan nya ngeleg kok ada notice gitu ya kanapa ya tolong dong bantu saya tidak bisa login lagi ke akun pubg saya,positive
"tolong bug nya di perbaiki, setiap main gak bisa looting",positive
"ngupdete muluu herann, emggsi updetnya kecil tapi ga setiap hari juga dong ngelag bat jadinya, sekalian aja 10gb lngsung",negative
"Gamenya bagus tapi ada yang tidak enak pada match making, setiap saya bermain pasti ketemu tim yang ngetrol",negative
Please jgn terlalu sering pembaharuan hp ku udh gk muat lagi skrng aja data nya udh 16gb.... Udh mau hbs penyimpanan ku,positive
Update baru ini gua kena bug scope gua ngak bisa di tahan tuba2 pindah posisi...susah,negative
Min buatin setingan buat ngatur vertikal recoil dong agak susah aku kalau nembak jarak jauh.,positive
"musuh banyak BOT da jago juga kek player ya skrang , tolong bot kurangin banyakin player bot mulu mah kurang asik",positive
Saya tidak mngerti kenapa pas di update mlah gak bisa masuk. Ada pemberitahuan suruh download OBB.apa itu OBB??,positive
Udah sepi banyak pembaruan bikin bosen main pubg update selalu gede tapi ga menguntungkan bagi main yg hp kecil,negative
"Game lama yg ku mainkan sampai sekarang,best game in the word,i love this game,game yang membuat ku berteman dengan orang dewasa sehingga mendapatkan motivasi hidup agar menjadi lebih baikk😊",positive
Setelah di update jadi gak bisa login.. Taiiii lahhh pub-g,positive
"Apak nya bagus sih, Cuman terlalu sering di update, mohon dong yg bikin apak ini jangan terlalu sering di update",negative
"PUBG MOBILE sangat bagus dan aku suka sama permainan ini. Aku kasih bintang 5, terus kembangkan lagi. 🙂👍👍👍",positive
Permainan yang sangat bagus untuk mengisi waktu luang.. Sangat di rekomendasikan bagi penggemar game tembak.,positive
Ini game impian saya dari SD makasih sudah memberikan pengalaman bermain yang sangat mantap makasi bossq,positive
"Update makin ga waras, ini gameplaynya makin lama makin ngaco",negative
"Sumpah gak jelas nihh kelamaan game tbtb fps turun drastis yg bener Napa,bukannya diperbaiki malah nambah² event mulu",negative
Game bagus tapi kebiasaan padahal habis update tapi pas dibuka pasti harus update ulang,positive
bang dev ada bug sinyal walaupun sinyal lagi bagus bagusnya tiba tiba sinyal jadi merah merona tolong di cek lagi,positive
Sangat bagus sekali game nya grafic juga bagus keren banget pokoknya dan colab nya ngak main main lagi keren dah👍👍👍👍👍👍👍👍🤩,positive
ini game perang apa game bangun rumah?? udh 3 bulan ini sy ga isi UC dan main sudah saya kurangin gara2 ada ivent bangun rumah...,negative
Tolong Di Check Kembali Bug Game Semenjak Update Jaringan Bagus Tiba² Server Tidak Merespon Mohon Di Respon Apa Penyebabnya,negative
"Tolong Tencent kasih menang lah di TDM aku main kalah mulu , dan tolong kalo ngasih team itu yang bener napa masak ada yg gak bisa nembak ada yg nembak angin ada yg maju mulu dan di team musuh itu jago semua+ kompak, tolong kasih menang lah masak kalah mulu menang hanya 1 kali kalah berkali-kali tolong Tencent kasih team yg bener napa",negative
"Kembalikan game zaman dulu tanpa event yang aneh, lebih real dan enak dimainkan, juga lebih ringan di HP",negative
"kalau bisa ini untuk rank ultimate royalnya di tambahin map lain,biar lebih seruu",positive
"Tolong diperbaiki untuk, Loginnya. Saya login fb dengan email dan sandi yang benar tapi tidak bisa.",positive
"update kurang bagus jadi males main,mending diupdate lagi janganndi salju kurang jelas",negative
"Jaringan hp bagus,cama pas bermain di geme ini pin nya gak stabil tiba tiba",negative
"gamenya sudah bagus, tetapi tolong hilangkan senjata dengan damage yang berlebihan",positive
Kok makin lama makin berat ya gamenya saya lebih suka PUBG yang dulu,positive
Knp reloade dan nge metkit nya lama sedangkan zona nya terlalu cepat,negative
Aku mohon aga khcilin lagih biar lancar di hp ram4 inih ajah aku aga reged tapi Alhamdulillah masih bisa tapi kadang kadang mental😁,positive
Kok leg ya pembaruan ini padahal sinyal ku bagus loh perbaiki lagi tentang koneksi,neutral
"Game Ini sngt bagus, tapi hp saya tidak mendukung, hp saya hnya 30fps jdi sering ngeleg ngeleg",positive
Dikit dikit update...sudah hampir 7 GB di habisin buat update...parah,negative
"Ya terus di perbaiki lagi untuk pengaturan jaringan, bug dll,, ok",positive
"Tolong ya buat admin game ini, di perbaiki lagi buat ganti akunnya di permudah gak usah ribet ribet, bikin kesel aja ajg, mau ganti akun aja ribetnya minta ampun, TOLONG DI PERBAIKIN LAGI INI PAHAM!",negative
Ini game makin lama eventny makin ga jelas... Dan makin gk seru eventny,neutral
Game nya keren bagus juga grafik nya terasa tridi/3D. DIMENSI,positive
Suara tembakan nya kurang real kalau di pubg mobile. Masa suara mp5 kek pletokan 😅,positive
"Pdahal udh tier Ace master ,knpa pas udah update malah turun lagi ke platinum",positive
Referensi download otomatis wifi tpi masih aja harus di pencet dlu baru di download aneh,neutral
"Merasa kecewa dengan pubg,,, saat ada tembakan atau suara pesawat lag tinggi atau teesendat",neutral
"Sudah bagus tp terkadang ada lag pas waktu main, tolong segera di perbaiki",positive
Bagus seru tapi tiap minggu update trus lama2 jdi bosan mau main update trus meding pindah permainan lain aj .,negative
Kenapa kok gak bisa masuk ya login terus.padahal jaringan lancar,negative
"ngelag teruss om,,kasih saran biar bisa main lancar....",negative
"Apknya sering keluar sendiri malesin,padahal jaringan juga bagus",negative
"Min optimalin dong buat hp vivo y91c ram 2 mediatek helio p22 untuk lancar main pubg walau grafik smooth😢, pengen banget main pubg dengan lancar😢",neutral
apk penuh dengan perang yg sangat istimewa tapi kurangnya aku blom bisa ngontrol sensinya,positive
"woi pubg, knpa mau lagunya lewat google malah muter aj gk bisa masuk,aneh",negative
Apa apaan nih tolong lah buat admin PUBG diliat baik² hasil pertandingan yg gw mainin apakah ada gw pake cheat???dari dulu gw main PUBG dari dev nya Tencent sampe di beli sama Lo ya level infinite ga prnh pake cheat tapi semenjak Dev nya Lo level infinite malah ancur parah akun gw dikira pake cheat padahal engga sama sekali tolong buat admin level infinite tolong kembalikan akun gua yg udah lama gw mainin,negative
saya suka gem ini tapi tolong jangan dwonlod data otomatis karena kita main menyusuaikan hp,positive
Mohon perbaiki match making di mode fpp soalnya nunggunya hampir 30 menit+,negative
Semakin di update Malah gak bisa di buka seltelah download versi terbaru...,negative
"Kadang susah kadang gampang, tpi okeh lah, namanya jg game ada menang ada kalah",positive
"Gamenya bagus, kekurangan paling ga terlalu friendlu buat Thumb player",positive
